SSID,BSSID,PHY,CHANNEL,FREQUENCY,RSSI(dBm),SNR(dB)
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-74,20
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,19
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-86,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-86,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-86,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,18
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,18
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,18
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,18
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,9
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,9
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,9
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,19
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-89,5
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,19
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,18
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-86,7
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,17
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,17
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,17
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,18
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-86,7
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,17
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,17
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,17
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,17
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,17
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,17
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,17
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,17
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,17
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,17
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,17
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-77,16
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,17
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-77,16
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,17
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,17
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-77,16
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-77,16
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-77,16
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-77,16
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-77,16
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-77,16
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-77,16
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-77,16
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-86,7
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-86,7
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-86,7
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-77,16
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-77,16
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-77,16
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,17
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-77,16
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-77,16
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-77,16
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-77,16
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-77,16
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-77,16
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-77,16
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,17
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,17
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,17
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,17
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-77,16
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-77,16
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-77,16
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,17
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-77,16
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-77,16
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-77,16
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-77,16
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-77,16
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-77,16
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-77,16
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-77,16
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-77,16
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-77,16
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-79,14
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-77,16
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,17
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-77,16
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,17
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,17
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-86,7
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-86,7
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-77,16
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-77,16
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-77,16
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-77,16
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-86,7
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,17
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-77,16
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-77,16
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,17
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,17
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,17
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,17
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,17
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-77,16
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-77,16
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,17
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,17
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,17
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,17
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,17
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,17
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,17
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,17
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,17
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,17
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,17
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,17
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,17
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-77,16
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,17
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,17
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-77,16
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,17
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,17
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,17
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,17
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,17
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,17
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,17
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,17
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,17
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,17
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,17
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,17
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,17
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,17
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,17
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,17
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,17
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,17
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,17
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,17
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,17
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,17
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,17
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,17
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,17
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,17
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,17
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,17
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,17
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,17
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-77,16
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-77,16
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,17
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,17
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,17
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,17
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,17
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,17
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,17
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,17
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-77,16
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,17
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-77,16
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,17
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-77,16
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-77,16
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-77,16
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-77,16
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-77,16
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-77,16
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-77,16
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-77,16
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-77,16
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,17
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,17
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,17
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,17
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,17
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,17
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,17
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,17
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-86,7
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,17
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,17
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,17
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,18
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-86,7
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-86,7
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,18
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,18
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,18
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,17
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-86,7
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,18
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,18
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,18
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,18
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,18
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,18
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,18
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,18
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-86,7
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,18
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,18
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,18
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,18
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-86,7
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,18
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,18
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,18
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,18
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-86,7
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,18
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,18
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,18
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,18
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-86,7
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,18
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,18
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,17
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,18
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-86,7
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-86,7
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-86,7
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,18
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,18
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,18
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-86,7
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,18
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-75,18
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-75,18
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-75,18
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-86,7
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-86,7
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,18
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,17
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-86,7
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-75,18
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,17
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,17
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,17
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-86,7
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,17
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,17
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-76,17
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,17
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-86,7
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-86,7
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-86,7
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,17
GUEST,7c:57:3c:17:c7:11,802.11a,128,5640,-76,17
eduroam,7c:57:3c:17:c7:12,802.11a,128,5640,-77,16
SECURE-CAST,7c:57:3c:17:c7:13,802.11a,128,5640,-76,17
TUC,04:e7:95:1d:b2:c0,802.11a,128,5640,-85,8
GUEST,04:e7:95:1d:b2:c1,802.11a,128,5640,-85,8
eduroam,04:e7:95:1d:b2:c2,802.11a,128,5640,-85,8
TUC,7c:57:3c:17:c7:10,802.11a,128,5640,-76,17
