SSID,BSSID,PHY,CHANNEL,FREQUENCY,RSSI(dBm),SNR(dB)
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-78,12
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-64,26
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-77,13
Miss Beauty,c0:94:ad:6f:66:30,802.11b,11,2462,-85,5
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-58,31
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-78,11
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-62,27
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,0,89
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-58,31
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,10
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-61,28
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,10
Miss Beauty,c0:94:ad:6f:66:30,802.11b,11,2462,-88,1
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-58,31
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,10
WindWiFi_A54C,c4:71:54:e6:a5:4c,802.11b,11,2462,-89,0
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-61,28
WindWiFi_A54C,c4:71:54:e6:a5:4c,802.11b,11,2462,-88,1
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-62,27
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-78,11
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-59,30
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-78,11
Miss Beauty,c0:94:ad:6f:66:30,802.11b,11,2462,-88,1
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-61,28
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-78,11
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-58,32
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,11
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-62,28
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,11
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-59,31
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-78,12
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-63,27
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-78,12
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-59,31
Miss Beauty,c0:94:ad:6f:66:30,802.11b,11,2462,-89,1
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-64,26
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,11
Miss Beauty,c0:94:ad:6f:66:30,802.11b,11,2462,-88,2
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-58,32
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-80,10
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-58,32
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,11
Miss Beauty,c0:94:ad:6f:66:30,802.11b,11,2462,-88,2
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-62,28
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-78,12
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-58,32
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,11
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,11,2462,-87,3
Miss Beauty,c0:94:ad:6f:66:30,802.11b,11,2462,-87,3
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,11
Miss Beauty,c0:94:ad:6f:66:30,802.11b,11,2462,-87,3
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-63,27
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,11
Miss Beauty,c0:94:ad:6f:66:30,802.11b,11,2462,-88,2
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-57,33
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,11
Miss Beauty,c0:94:ad:6f:66:30,802.11b,11,2462,-89,1
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-63,27
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-78,12
Miss Beauty,c0:94:ad:6f:66:30,802.11b,11,2462,-88,2
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,0,90
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,11,2462,0,90
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-63,27
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-80,10
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,11,2462,-89,1
Miss Beauty,c0:94:ad:6f:66:30,802.11b,11,2462,-88,2
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-80,10
Miss Beauty,c0:94:ad:6f:66:30,802.11b,11,2462,-88,2
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-62,27
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,10
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-58,31
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,0,89
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-63,26
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,10
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,11,2462,-88,1
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-58,31
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-63,26
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,10
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-58,31
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-78,11
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,11,2462,-89,0
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-64,25
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,10
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-58,31
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-64,25
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,10
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,11,2462,-89,0
Miss Beauty,c0:94:ad:6f:66:30,802.11b,11,2462,-88,1
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-58,31
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,10
Miss Beauty,c0:94:ad:6f:66:30,802.11b,11,2462,-88,1
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-64,27
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,12
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,12
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-63,28
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-80,11
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-58,33
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,12
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-63,28
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,12
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,11,2462,-88,3
Miss Beauty,c0:94:ad:6f:66:30,802.11b,11,2462,-89,2
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,12
Miss Beauty,c0:94:ad:6f:66:30,802.11b,11,2462,-89,2
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-63,28
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,12
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,11,2462,-88,3
Miss Beauty,c0:94:ad:6f:66:30,802.11b,11,2462,-88,3
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-58,33
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,12
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,11,2462,-88,3
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-58,33
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,12
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,11,2462,-88,3
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-63,26
Miss Beauty,c0:94:ad:6f:66:30,802.11b,11,2462,-87,2
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-59,30
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,10
Miss Beauty,c0:94:ad:6f:66:30,802.11b,11,2462,-88,1
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,0,89
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,10
Miss Beauty,c0:94:ad:6f:66:30,802.11b,11,2462,-88,1
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-64,25
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,10
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-57,32
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-78,11
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-64,25
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-57,32
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,10
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-57,32
Miss Beauty,c0:94:ad:6f:66:30,802.11b,11,2462,-88,1
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-64,25
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,10
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-59,30
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,10
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-64,25
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-80,9
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,10
Miss Beauty,c0:94:ad:6f:66:30,802.11b,11,2462,-87,2
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-64,25
HOME,08:aa:89:79:0b:a8,802.11b,11,2462,0,89
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,10
Miss Beauty,c0:94:ad:6f:66:30,802.11b,11,2462,-89,0
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-64,25
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,10
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,11,2462,-90,-1
Miss Beauty,c0:94:ad:6f:66:30,802.11b,11,2462,-88,1
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,10
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-63,26
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-78,11
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,11,2462,-89,0
Miss Beauty,c0:94:ad:6f:66:30,802.11b,11,2462,-88,1
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-57,32
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-77,12
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-67,22
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-80,9
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-60,29
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-78,11
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-78,11
Miss Beauty,c0:94:ad:6f:66:30,802.11b,11,2462,-86,3
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-61,28
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,10
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-61,28
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-79,10
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-60,29
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-77,12
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-76,13
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,11,2462,-89,0
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-61,28
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,0,89
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-64,25
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-76,13
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-63,26
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-76,13
Miss Beauty,c0:94:ad:6f:66:30,802.11b,11,2462,-89,0
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-64,25
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-76,13
Miss Beauty,c0:94:ad:6f:66:30,802.11b,11,2462,-89,0
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-59,30
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,0,89
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-64,25
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-78,11
Miss Beauty,c0:94:ad:6f:66:30,802.11b,11,2462,-87,2
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-60,29
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-77,12
WindWiFi_A54C,c4:71:54:e6:a5:4c,802.11b,11,2462,-90,-1
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-65,24
Clandestino,14:09:b4:d1:be:17,802.11b,11,2462,-61,28
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,11,2462,-77,12
Miss Beauty,c0:94:ad:6f:66:30,802.11b,11,2462,-88,1
HOME,08:aa:89:79:0b:a8,802.11b,12,2467,-85,4
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,0,89
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,0,89
HOME,08:aa:89:79:0b:a8,802.11b,12,2467,-84,5
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-89,0
Clandestino,14:09:b4:d1:be:17,802.11b,12,2467,-65,24
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,-77,12
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-90,-1
Clandestino,14:09:b4:d1:be:17,802.11b,12,2467,-65,24
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,-77,12
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-90,-1
Clandestino,14:09:b4:d1:be:17,802.11b,12,2467,-65,24
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,-78,11
HOME,08:aa:89:79:0b:a8,802.11b,12,2467,-83,6
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,12,2467,-86,3
Clandestino,14:09:b4:d1:be:17,802.11b,12,2467,-65,24
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,-77,12
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-90,-1
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-89,0
Clandestino,14:09:b4:d1:be:17,802.11b,12,2467,0,89
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,-78,11
HOME,08:aa:89:79:0b:a8,802.11b,12,2467,-83,6
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,-77,12
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-88,1
Clandestino,14:09:b4:d1:be:17,802.11b,12,2467,-66,23
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,-78,11
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-90,-1
HOME,08:aa:89:79:0b:a8,802.11b,12,2467,-82,7
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,-77,12
HOME,08:aa:89:79:0b:a8,802.11b,12,2467,-83,6
Clandestino,14:09:b4:d1:be:17,802.11b,12,2467,-66,23
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-89,0
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,-77,12
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-89,0
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,12,2467,-85,4
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-89,0
HOME,08:aa:89:79:0b:a8,802.11b,12,2467,-83,6
Clandestino,14:09:b4:d1:be:17,802.11b,12,2467,-66,23
HOME,08:aa:89:79:0b:a8,802.11b,12,2467,-84,5
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,12,2467,-85,4
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,-77,12
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-88,1
Clandestino,14:09:b4:d1:be:17,802.11b,12,2467,-66,23
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,-77,12
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,-77,12
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-89,0
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,12,2467,-85,4
Clandestino,14:09:b4:d1:be:17,802.11b,12,2467,-66,23
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-89,0
HOME,08:aa:89:79:0b:a8,802.11b,12,2467,-84,5
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,12,2467,-85,4
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-88,1
HOME,08:aa:89:79:0b:a8,802.11b,12,2467,-84,5
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,12,2467,-86,3
Clandestino,14:09:b4:d1:be:17,802.11b,12,2467,-66,23
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,-77,12
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-89,0
HOME,08:aa:89:79:0b:a8,802.11b,12,2467,-84,5
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,12,2467,-85,4
Clandestino,14:09:b4:d1:be:17,802.11b,12,2467,-66,23
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,-77,12
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-81,8
HOME,08:aa:89:79:0b:a8,802.11b,12,2467,-84,5
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,12,2467,-86,3
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-89,0
HOME,08:aa:89:79:0b:a8,802.11b,12,2467,-84,5
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,12,2467,-86,3
Clandestino,14:09:b4:d1:be:17,802.11b,12,2467,-66,23
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,0,89
HOME,08:aa:89:79:0b:a8,802.11b,12,2467,-84,5
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,12,2467,-85,4
HOME,08:aa:89:79:0b:a8,802.11b,12,2467,-84,5
Clandestino,14:09:b4:d1:be:17,802.11b,12,2467,-66,23
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,-77,12
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,12,2467,-87,2
Clandestino,14:09:b4:d1:be:17,802.11b,12,2467,-66,23
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,-77,12
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-90,-1
HOME,08:aa:89:79:0b:a8,802.11b,12,2467,-84,5
Clandestino,14:09:b4:d1:be:17,802.11b,12,2467,-66,23
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-88,1
HOME,08:aa:89:79:0b:a8,802.11b,12,2467,-84,5
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,12,2467,-87,2
Clandestino,14:09:b4:d1:be:17,802.11b,12,2467,-66,23
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,-77,12
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-89,0
Clandestino,14:09:b4:d1:be:17,802.11b,12,2467,-66,23
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,-77,12
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-89,0
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,12,2467,-86,3
Clandestino,14:09:b4:d1:be:17,802.11b,12,2467,-66,23
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-91,-2
HOME,08:aa:89:79:0b:a8,802.11b,12,2467,-85,4
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,12,2467,-87,2
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-89,0
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-88,1
HOME,08:aa:89:79:0b:a8,802.11b,12,2467,-84,5
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,12,2467,-85,4
Clandestino,14:09:b4:d1:be:17,802.11b,12,2467,-66,23
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,-77,12
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-89,0
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,12,2467,-86,3
HOME,08:aa:89:79:0b:a8,802.11b,12,2467,-84,5
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,12,2467,-84,5
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,-77,12
HOME,08:aa:89:79:0b:a8,802.11b,12,2467,-84,5
Clandestino,14:09:b4:d1:be:17,802.11b,12,2467,-67,22
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-88,1
HOME,08:aa:89:79:0b:a8,802.11b,12,2467,-84,5
Clandestino,14:09:b4:d1:be:17,802.11b,12,2467,-67,22
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,-77,12
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-90,-1
HOME,08:aa:89:79:0b:a8,802.11b,12,2467,-84,5
Clandestino,14:09:b4:d1:be:17,802.11b,12,2467,-67,22
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,-77,12
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-90,-1
HOME,08:aa:89:79:0b:a8,802.11b,12,2467,-83,6
Clandestino,14:09:b4:d1:be:17,802.11b,12,2467,-67,22
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-89,0
Clandestino,14:09:b4:d1:be:17,802.11b,12,2467,-66,23
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,-77,12
HOME,08:aa:89:79:0b:a8,802.11b,12,2467,-84,5
Clandestino,14:09:b4:d1:be:17,802.11b,12,2467,-67,22
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,-77,12
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-89,0
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,-77,12
HOME,08:aa:89:79:0b:a8,802.11b,12,2467,-84,5
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-88,1
HOME,08:aa:89:79:0b:a8,802.11b,12,2467,-84,5
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,-75,13
HOME,08:aa:89:79:0b:a8,802.11b,12,2467,-84,4
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,12,2467,-85,3
Clandestino,14:09:b4:d1:be:17,802.11b,12,2467,-66,22
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-88,0
HOME,08:aa:89:79:0b:a8,802.11b,12,2467,-84,4
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,12,2467,-85,3
Clandestino,14:09:b4:d1:be:17,802.11b,12,2467,-65,23
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,0,88
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,12,2467,-85,3
Clandestino,14:09:b4:d1:be:17,802.11b,12,2467,-66,22
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,-77,11
Clandestino,14:09:b4:d1:be:17,802.11b,12,2467,-66,22
HOME,08:aa:89:79:0b:a8,802.11b,12,2467,-83,5
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,12,2467,-86,2
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,-77,11
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-89,-1
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,12,2467,-85,3
Clandestino,14:09:b4:d1:be:17,802.11b,12,2467,-66,22
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,-77,11
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-90,-2
HOME,08:aa:89:79:0b:a8,802.11b,12,2467,-84,4
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,12,2467,0,88
Clandestino,14:09:b4:d1:be:17,802.11b,12,2467,-66,22
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,-77,11
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,12,2467,-90,-2
HOME,08:aa:89:79:0b:a8,802.11b,12,2467,-84,4
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,12,2467,-86,2
VODAFONE_H268Q-0165,c8:98:28:15:1b:a3,802.11b,12,2467,-77,11
